,CollisionID,CollisionKey,Borough,RoadType,VehicleSequenceNumber,VehicleTypeCode,VehicleTypeDescription,ContributingFactorCode,ContributingFactorDescription
4712,2024077000825,294350180,brooklyn,I,2.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           
4713,2024077000827,294350181,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4714,2024077000827,294350181,brooklyn,I,2.0,MCY,Motorcycle,17,Traffic control disregarded                                                     
4715,2024077000828,294350182,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4716,2024077000828,294350182,brooklyn,I,2.0,SEDN,Passenger vehicle, , 
4717,2024077000828,294350182,brooklyn,I,3.0,SEDN,Passenger vehicle, , 
4718,2024068001066,294369316,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4719,2024068001066,294369316,brooklyn,I,2.0,SUBN,Sport utility / station wagon, , 
4720,2024068001068,294369318,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4721,2024068001068,294369318,brooklyn,I,2.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
4722,2024068001069,294369319,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4723,2024068001069,294369319,brooklyn,I,2.0,LCOM,Large com veh(6 or more tires),29,Passing too closely                                                             
4724,2024068001070,294370626,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4725,2024068001070,294370626,brooklyn,I,2.0,SUBN,Sport utility / station wagon, , 
4726,2024068001070,294370626,brooklyn,I,3.0,SUBN,Sport utility / station wagon,19,Unsafe speed                                                                    
4727,2024071000787,294378487,brooklyn,I,1.0,PICK,Pick-up truck, , 
4728,2024071000784,294381185,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4729,2024071000784,294381185,brooklyn,I,2.0,,,17,Traffic control disregarded                                                     
4730,2024072001138,294381186,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4731,2024083001101,294383879,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4732,2024083001101,294383879,brooklyn,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4733,2024072001141,294393227,brooklyn,I,1.0,SEDN,Passenger vehicle,07,Failure to yield right-of-way                                                   
4734,2024072001141,294393227,brooklyn,I,2.0,BIKE,Bicycle,09,Following too closely                                                           
4735,2024063000912,294407542,brooklyn,I,1.0,MCY,Motorcycle, , 
4736,2024063000914,294407543,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4737,2024068001075,294410439,brooklyn,I,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
4738,2024071000791,294412590,brooklyn,I,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4739,2024071000791,294412590,brooklyn,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4740,2024071000792,294412591,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4741,2024071000794,294412592,brooklyn,I,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4742,2024071000794,294412592,brooklyn,I,2.0,SEDN,Passenger vehicle, , 
4743,2024071000794,294412592,brooklyn,I,3.0,SEDN,Passenger vehicle, , 
4744,2024067001514,294418758,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4745,2024067001514,294418758,brooklyn,I,2.0,SUBN,Sport utility / station wagon, , 
4746,2024067001515,294418759,brooklyn,I,1.0,SUBN,Sport utility / station wagon,26,Other uninvolved vehicle                                                        
4747,2024067001515,294418759,brooklyn,I,2.0,SUBN,Sport utility / station wagon, , 
4748,2024067001519,294418761,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4749,2024067001519,294418761,brooklyn,I,2.0,SEDN,Passenger vehicle, , 
4750,2024067001521,294418762,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4751,2024067001521,294418762,brooklyn,I,2.0,SEDN,Passenger vehicle, , 
4752,2024067001522,294418763,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4753,2024067001522,294418763,brooklyn,I,2.0,SEDN,Passenger vehicle, , 
4754,2024070001015,294418768,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4755,2024070001015,294418768,brooklyn,I,2.0,SEDN,Passenger vehicle, , 
4756,2024070001015,294418768,brooklyn,I,3.0,SUBN,Sport utility / station wagon, , 
4757,2024078000657,294418781,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4758,2024078000657,294418781,brooklyn,I,2.0,SUBN,Sport utility / station wagon,13,Passing or lane usage improper                                                  
4759,2024078000658,294418782,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4760,2024078000658,294418782,brooklyn,I,2.0,SEDN,Passenger vehicle,18,Turning improperly                                                              
4761,2024079000894,294418784,brooklyn,I,1.0,SEDN,Passenger vehicle,07,Failure to yield right-of-way                                                   
4762,2024079000894,294418784,brooklyn,I,2.0,SEDN,Passenger vehicle, , 
4763,2024079000896,294418785,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4764,2024079000896,294418785,brooklyn,I,2.0,,,04,Driver inattention/distraction                                                  
4765,2024079000898,294418786,brooklyn,I,1.0,,,04,Driver inattention/distraction                                                  
4766,2024079000898,294418786,brooklyn,I,2.0,SEDN,Passenger vehicle, , 
4767,2024079000905,294418787,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4768,2024079000905,294418787,brooklyn,I,2.0,BIKE,Bicycle,19,Unsafe speed                                                                    
4769,2024081000536,294418789,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4770,2024083001088,294418794,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4771,2024083001088,294418794,brooklyn,I,2.0,SEDN,Passenger vehicle,29,Passing too closely                                                             
4772,2024083001090,294418795,brooklyn,I,1.0,SEDN,Passenger vehicle,05,Driver inexperience                                                             
4773,2024083001090,294418795,brooklyn,I,2.0,SUBN,Sport utility / station wagon, , 
4774,2024083001090,294418795,brooklyn,I,3.0,SUBN,Sport utility / station wagon, , 
4775,2024083001090,294418795,brooklyn,I,4.0,SUBN,Sport utility / station wagon, , 
4776,2024083001093,294418796,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4777,2024083001093,294418796,brooklyn,I,2.0,,,29,Passing too closely                                                             
4778,2024083001097,294418797,brooklyn,I,1.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4779,2024083001098,294418798,brooklyn,I,1.0,SUBN,Sport utility / station wagon,14,Pedest/bike/other pedest error                                                  
4780,2024083001098,294418798,brooklyn,I,2.0,BIKE,Bicycle, , 
4781,2024083001103,294418799,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4782,2024083001103,294418799,brooklyn,I,2.0,,,04,Driver inattention/distraction                                                  
4783,2024083001104,294418800,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4784,2024083001104,294418800,brooklyn,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4785,2024067001512,294425913,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4786,2024069000874,294430600,brooklyn,I,1.0,SEDN,Passenger vehicle,05,Driver inexperience                                                             
4787,2024069000874,294430600,brooklyn,I,2.0,SUBN,Sport utility / station wagon, , 
4788,2024069000881,294432639,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4789,2024069000881,294432639,brooklyn,I,2.0,SEDN,Passenger vehicle, , 
4790,2024067001511,294434815,brooklyn,I,1.0,BIKE,Bicycle,04,Driver inattention/distraction                                                  
4791,2024067001511,294434815,brooklyn,I,2.0,,,04,Driver inattention/distraction                                                  
4792,2024067001518,294434816,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
4793,2024067001518,294434816,brooklyn,I,2.0,,,04,Driver inattention/distraction                                                  
4794,2024073000993,294434819,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4795,2024073000993,294434819,brooklyn,I,2.0,AMBU,Ambulance, , 
4796,2024073000996,294434821,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4797,2024073000997,294434822,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4798,2024073000997,294434822,brooklyn,I,2.0,,,09,Following too closely                                                           
4799,2024073000998,294434823,brooklyn,I,1.0,MCY,Motorcycle, , 
4800,2024073000999,294434824,brooklyn,I,1.0,SUBN,Sport utility / station wagon,26,Other uninvolved vehicle                                                        
4801,2024073000999,294434824,brooklyn,I,2.0,SUBN,Sport utility / station wagon,09,Following too closely                                                           
4802,2024073001000,294434825,brooklyn,I,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
4803,2024073001000,294434825,brooklyn,I,2.0,SEDN,Passenger vehicle, , 
4804,2024073001001,294434826,brooklyn,I,1.0,SUBN,Sport utility / station wagon,17,Traffic control disregarded                                                     
4805,2024073001001,294434826,brooklyn,I,2.0,MCY,Motorcycle,04,Driver inattention/distraction                                                  
4806,2024075002409,294434829,brooklyn,I,1.0,SEDN,Passenger vehicle,26,Other uninvolved vehicle                                                        
4807,2024075002409,294434829,brooklyn,I,2.0,SUBN,Sport utility / station wagon, , 
4808,2024069000872,294439877,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4809,2024069000872,294439877,brooklyn,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4810,2024069000875,294439878,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4811,2024077000829,294442988,brooklyn,I,1.0,MCY,Motorcycle, , 
4812,2024077000829,294442988,brooklyn,I,2.0,SEDN,Passenger vehicle,03,Backing unsafely                                                                
4813,2024077000830,294442989,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4814,2024077000830,294442989,brooklyn,I,2.0,SUBN,Sport utility / station wagon, , 
4815,2024084000899,294445806,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4816,2024084000899,294445806,brooklyn,I,2.0,,,09,Following too closely                                                           
4817,2024062001056,294453971,brooklyn,I,1.0,BIKE,Bicycle, , 
4818,2024062001056,294453971,brooklyn,I,2.0,SEDN,Passenger vehicle,04,Driver inattention/distraction                                                  
4819,2024062001062,294453972,brooklyn,I,1.0,SUBN,Sport utility / station wagon,04,Driver inattention/distraction                                                  
4820,2024075002376,294453973,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4821,2024075002388,294453975,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4822,2024075002388,294453975,brooklyn,I,2.0,SEDN,Passenger vehicle,20,Unsafe lane changing                                                            
4823,2024075002390,294453977,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4824,2024075002390,294453977,brooklyn,I,2.0,SEDN,Passenger vehicle,09,Following too closely                                                           
4825,2024075002391,294453978,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4826,2024075002391,294453978,brooklyn,I,2.0,SEDN,Passenger vehicle, , 
4827,2024075002393,294453979,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4828,2024075002393,294453979,brooklyn,I,2.0,SEDN,Passenger vehicle,07,Failure to yield right-of-way                                                   
4829,2024075002394,294453980,brooklyn,I,1.0,PICK,Pick-up truck, , 
4830,2024075002394,294453980,brooklyn,I,2.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
4831,2024075002397,294453982,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4832,2024075002397,294453982,brooklyn,I,2.0,SEDN,Passenger vehicle, , 
4833,2024075002403,294453986,brooklyn,I,1.0,SEDN,Passenger vehicle,02,Alcohol involvement                                                             
4834,2024075002403,294453986,brooklyn,I,2.0,SEDN,Passenger vehicle, , 
4835,2024075002403,294453986,brooklyn,I,3.0,SEDN,Passenger vehicle, , 
4836,2024075002404,294453987,brooklyn,I,1.0,LCOM,Large com veh(6 or more tires), , 
4837,2024075002404,294453987,brooklyn,I,2.0,PICK,Pick-up truck, , 
4838,2024075002405,294453988,brooklyn,I,1.0,SUBN,Sport utility / station wagon,07,Failure to yield right-of-way                                                   
4839,2024075002405,294453988,brooklyn,I,2.0,BIKE,Bicycle, , 
4840,2024075002408,294453990,brooklyn,I,1.0,SEDN,Passenger vehicle, , 
4841,2024075002408,294453990,brooklyn,I,2.0,SEDN,Passenger vehicle,09,Following too closely                                                           
4842,2024061001229,294454488,brooklyn,I,1.0,SUBN,Sport utility / station wagon, , 
